Phrase,Positive,Negative,Strong,Power,Sentiment
roommate,0,0,0,0,2
roosevelt,0,0,0,0,2
root,0,0,1,0,2
root,0,0,1,0,2
root,0,0,0,0,2
root,0,1,1,0,0
rope,0,0,0,0,2
rope,0,0,0,1,2
rose,0,0,1,0,2
rose,0,0,1,0,2
rose,0,0,0,0,2
rosy,1,0,0,0,3
rot,0,1,0,0,1
rotten,0,1,0,0,1
rouge,0,0,0,0,2
rough,0,1,0,0,1
rough,0,0,0,0,2
rough,0,0,0,0,2
roughness,0,1,1,0,0
round,0,0,0,0,2
round,0,0,0,0,2
round,0,0,0,0,2
round,1,0,0,0,3
round,0,0,0,0,2
round,0,0,0,0,2
round,0,0,0,0,2
round,0,0,0,0,2
round,0,0,0,0,2
roundabout,0,1,0,0,1
rouse,1,0,0,0,3
route,0,0,0,0,2
routine,0,0,0,0,2
row,0,0,0,0,2
row,0,0,0,0,2
royal,0,0,1,1,2
royalty,0,0,1,1,2
rub,0,0,0,0,2
rub,0,0,0,0,2
rubber,0,0,0,0,2
rubbish,0,1,0,0,1
rude,0,1,0,0,1
rue,0,1,0,0,1
ruffian,0,1,0,0,1
rug,0,0,0,0,2
rugged,0,0,1,1,2
ruin,0,1,0,0,1
ruin,0,1,1,0,0
ruin,0,1,0,0,1
ruin,0,1,0,0,1
ruinous,0,1,0,0,1
rule,0,0,1,1,2
rule,0,0,1,1,2
rule,0,0,1,0,2
rule,0,0,1,1,2
rule,0,0,0,0,2
rule,0,0,0,0,2
ruler,0,0,0,1,2
rumania,0,0,0,0,2
rumor,0,1,0,0,1
rumple,0,1,0,0,1
run,0,0,0,0,2
run,0,0,1,1,2
run,0,0,0,0,2
run,0,1,0,0,1
run,0,1,0,0,1
run,0,0,0,0,2
run,0,0,0,0,2
run,0,0,0,0,2
run,0,0,0,0,2
run,0,0,0,0,2
run,0,0,0,0,2
run,0,0,0,0,2
run,0,0,0,0,2
runaway,0,1,0,0,1
runner,0,0,0,0,2
rupture,0,1,0,0,1
rupture,0,1,0,0,1
rural,0,0,0,0,2
rush,0,0,0,0,2
rush,0,0,0,0,2
rush,0,0,0,0,2
russia,0,0,0,0,2
russian,0,0,0,0,2
rusty,0,1,0,0,1
ruthless,0,1,0,0,1
ruthlessness,0,1,0,0,1
rwanda,0,0,0,0,2
sabotage,0,1,0,0,1
sacred,1,0,0,0,3
sacrifice,0,0,0,0,2
sacrifice,0,0,0,0,2
sad,0,1,0,0,1
sadness,0,1,0,0,1
safe,1,0,0,0,3
safe,1,0,0,0,3
safe,1,0,0,0,3
safe,1,0,0,0,3
safeguard,1,0,0,1,4
safety,0,0,0,0,2
safety,1,0,0,0,3
sag,0,1,0,0,1
saga,0,0,0,0,2
sagacity,1,0,1,0,4
sage,1,0,1,0,4
said,0,0,0,0,2
said,0,0,0,0,2
sail,0,0,0,0,2
sail,0,0,0,0,2
saint,1,0,0,0,3
sake,0,0,0,0,2
salami,0,0,0,0,2
salary,0,0,0,0,2
sale,0,0,0,0,2
salesman,0,0,0,0,2
salesmanship,0,0,0,0,2
salesmen,0,0,0,0,2
saline,0,0,0,0,2
salt,0,0,0,0,2
salutary,1,0,0,0,3
salutation,1,0,0,0,3
salute,1,0,0,0,3
salvage,0,0,0,0,2
salvation,1,0,0,0,3
same,0,0,0,0,2
sample,0,0,0,0,2
sample,0,0,0,0,2
sanctify,1,0,0,0,3
sanction,0,0,1,1,2
sanction,0,0,1,1,2
sanctity,0,0,0,0,2
sanctuary,1,0,0,0,3
sand,0,0,0,0,2
sandy,0,0,0,0,2
sane,1,0,0,0,3
sang,0,0,0,0,2
sanguine,1,0,0,0,3
sanitary,1,0,0,0,3
sanitation,0,0,0,0,2
sanity,1,0,0,0,3
sank,0,1,0,0,1
sans,0,0,0,0,2
sap,0,1,0,0,1
sarcasm,0,1,0,0,1
sarcastic,0,1,0,0,1
sardinia,0,0,0,0,2
sat,0,0,0,0,2
satellite,0,0,0,0,2
satire,0,0,0,0,2
satisfaction,1,0,0,0,3
satisfactorily,1,0,0,0,3
satisfactory,1,0,0,0,3
satisfy,1,0,1,0,4
satisfy,1,0,0,0,3
satisfy,1,0,1,0,4
saturday,0,0,0,0,2
savage,0,1,0,0,1
save,1,0,1,0,4
save,0,0,0,0,2
save,0,0,0,0,2
save,0,0,0,0,2
savings,1,0,0,0,3
savor,1,0,0,0,3
savvy,1,0,1,0,4
saw,0,0,0,0,2
saw,0,0,0,0,2
saw,0,0,0,0,2
saw,0,0,0,0,2
say,0,0,0,0,2
say,0,0,0,0,2
say,0,0,0,0,2
say,0,0,1,1,2
say,0,0,0,0,2
say,0,0,0,0,2
say,0,0,0,0,2
scald,0,1,0,0,1
scale,0,0,0,0,2
scale,0,0,0,0,2
scamper,1,0,0,0,3
scandal,0,1,0,0,1
scandalous,0,1,0,0,1
scant,0,0,0,0,2
scapegoat,0,1,0,0,1
scar,0,1,0,0,1
scarce,0,0,0,0,2
scarcely,0,0,0,0,2
scarcity,0,1,0,0,1
scare,0,1,1,0,0
scare,0,1,0,0,1
scare,0,0,0,0,2
scared,0,1,0,0,1
scared,0,1,1,0,0
scary,0,1,0,0,1
scatter,0,0,1,0,2
scene,0,0,0,0,2
scenery,0,0,0,0,2
sceptical,0,0,0,0,2
schedule,0,0,0,0,2
schedule,0,0,0,0,2
schematically,0,0,0,0,2
scheme,0,1,0,0,1
scheme,0,1,0,0,1
scholar,0,0,0,0,2
scholarship,0,0,0,0,2
scholastic,0,0,0,0,2
school,0,0,0,0,2
school,0,0,0,1,2
school,0,0,0,0,2
school,0,0,0,0,2
schoolroom,0,0,0,0,2
science,0,0,0,0,2
science,0,0,0,0,2
scientific,0,0,0,0,2
scientist,0,0,0,0,2
scoff,0,1,0,1,0
scold,0,1,0,0,1
scold,0,1,0,0,1
scope,0,0,0,0,2
scorch,0,1,0,0,1
score,0,0,0,0,2
score,0,0,0,0,2
scorn,0,1,0,0,1
scornful,0,1,0,0,1
scotland,0,0,0,0,2
scottish,0,0,0,0,2
scoundrel,0,1,0,0,1
scowl,0,1,0,0,1
scramble,0,0,0,0,2
scrape,0,1,0,0,1
scratch,0,0,0,0,2
scrawl,0,0,0,0,2
scream,0,1,0,0,1
scream,0,1,0,0,1
screech,0,1,0,0,1
screech,0,1,0,0,1
screw,0,0,0,0,2
screw,0,1,0,0,1
scrub,0,0,0,0,2
scrub,0,0,0,0,2
scruples,1,0,0,0,3
scrupulous,1,0,0,0,3
scrutinize,0,1,0,0,1
scrutiny,0,0,0,0,2
scuffle,0,1,0,0,1
sculpture,0,0,0,0,2
sculpture,0,0,0,0,2
scum,0,1,0,0,1
sea,0,0,0,0,2
seal,0,0,0,0,2
seal,0,0,0,0,2
seaman,0,0,0,0,2
seamen,0,0,0,0,2
search,0,0,0,0,2
search,0,0,0,0,2
search,0,0,1,0,2
searcher,0,0,0,0,2
seashore,0,0,0,0,2
season,0,0,0,0,2
seat,0,0,0,0,2
seat,0,0,0,0,2
seat,0,0,0,0,2
seat,0,0,0,0,2
seato,0,0,0,0,2
secede,0,1,0,0,1
secession,0,1,0,0,1
second,0,0,0,0,2
second,0,0,0,0,2
second,0,0,0,0,2
second,0,0,1,0,2
secondary,0,0,0,0,2
secondary,0,0,0,0,2
secrecy,0,1,0,0,1
secret,0,1,0,0,1
secretary,0,0,0,0,2
secretary,0,0,0,0,2
sect,0,0,0,0,2
section,0,0,0,0,2
sector,0,0,0,0,2
secure,0,0,1,0,2
secure,1,0,0,0,3
secure,1,0,1,0,4
security,1,0,0,0,3
security,1,0,0,0,3
security,0,0,0,0,2
security,0,0,0,0,2
security,0,0,0,0,2
securitycouncil,0,0,0,0,2
sedan,0,0,0,0,2
sedentary,0,1,0,0,1
sediment,0,0,0,0,2
sedition,0,0,0,0,2
seditious,0,0,0,0,2
seduce,0,0,0,0,2
see,0,0,0,0,2
seed,0,0,0,0,2
seek,0,0,0,0,2
seeker,0,0,0,0,2
seem,0,0,0,0,2
seem,0,0,0,0,2
seen,0,0,0,0,2
seethe,0,1,0,0,1
segment,0,0,0,0,2
segregation,0,1,0,0,1
seize,0,1,1,0,0
seldom,0,0,0,0,2
select,0,0,0,1,2
selection,0,0,0,0,2
selective,1,0,0,0,3
self,0,0,0,0,2
selfcontained,1,0,1,1,4
selfdetermination,0,0,0,0,2
selfgoverning,0,0,0,0,2
selfgovernment,0,0,0,0,2
selfrespect,1,0,0,0,3
selfish,0,1,0,0,1
selfishness,0,1,0,0,1
sell,0,0,0,0,2
sell,0,0,0,0,2
seller,0,0,0,0,2
semantic,0,0,0,0,2
semblance,1,0,0,0,3
semester,0,0,0,0,2
seminary,0,0,0,0,2
senate,0,0,1,1,2
senator,0,0,1,1,2
send,0,0,0,0,2
send,0,0,0,0,2
senegal,0,0,0,0,2
senile,0,1,0,0,1
senior,0,0,0,0,2
senior,0,0,1,0,2
sensational,1,0,1,0,4
sense,0,0,0,0,2
sense,0,0,0,0,2
sense,1,0,0,0,3
sense,0,0,0,0,2
sense,1,0,0,0,3
sense,0,0,0,0,2
sense,0,0,0,0,2
senseless,0,1,0,0,1
sensible,1,0,0,0,3
sensitive,1,0,0,0,3
sensitivity,1,0,0,0,3
sensory,0,0,0,0,2
sent,0,0,0,0,2
sentence,0,0,0,0,2
sentence,0,1,1,1,0
sentiment,0,0,0,0,2
sentimental,0,0,0,0,2
separate,0,0,0,0,2
separate,0,0,0,0,2
separate,0,0,0,0,2
separation,0,0,0,0,2
september,0,0,0,0,2
sequence,0,0,0,0,2
sequester,0,1,0,1,0
serene,1,0,1,0,4
sergeant,0,0,0,1,2
series,0,0,0,0,2
serious,1,0,0,0,3
seriousness,1,0,0,0,3
sermon,0,0,0,0,2
serum,0,0,0,0,2
servant,0,0,0,0,2
serve,0,0,0,0,2
serve,0,0,0,0,2
serve,0,0,0,0,2
serve,0,1,0,0,1
service,0,0,0,0,2
service,0,0,0,0,2
service,0,1,0,0,1
service,0,0,0,0,2
service,0,0,0,0,2
service,0,0,0,0,2
servicemen,0,0,0,0,2
servitude,0,1,0,0,1
session,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,1,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
set,0,0,0,0,2
setter,0,0,0,0,2
settle,0,0,1,0,2
settle,0,0,1,1,2
settle,0,0,0,0,2
settle,1,0,1,0,4
settlement,0,0,0,0,2
settler,0,0,0,0,2
setup,0,0,0,0,2
seven,0,0,0,0,2
seventeen,0,0,0,0,2
seventeenth,0,0,0,0,2
seventh,0,0,0,0,2
seventy,0,0,0,0,2
sever,0,1,0,0,1
several,0,0,0,0,2
several,0,0,0,0,2
severe,0,1,1,0,0
severity,0,1,1,0,0
sew,0,0,0,0,2
sex,0,0,0,0,2
sexual,0,0,0,0,2
shabby,0,1,0,0,1
shade,0,0,0,0,2
shade,0,0,0,0,2
shadow,0,0,0,0,2
shadow,0,1,0,0,1
shady,0,1,0,0,1
shaft,0,0,0,0,2
shaft,0,0,0,0,2
shaggy,0,1,0,0,1
shake,0,1,0,0,1
shake,0,0,0,0,2
shaken,0,0,0,0,2
shaker,0,0,0,0,2
shall,0,0,0,0,2
shallow,0,1,0,0,1
shame,0,1,0,0,1
shameful,0,1,0,0,1
shameless,0,1,0,1,0
shape,0,0,0,0,2
shape,0,0,1,0,2
shape,0,0,0,0,2
shapely,0,0,0,0,2
share,1,0,0,0,3
share,0,0,0,0,2
share,1,0,0,0,3
share,1,0,0,0,3
shark,0,1,0,0,1
sharp,0,0,1,0,2
sharpen,0,0,0,0,2
shatter,0,0,1,0,2
she,0,0,0,0,2
shed,0,0,0,0,2
shed,0,0,0,0,2
sheep,0,0,0,0,2
sheer,0,0,0,0,2
sheet,0,0,0,0,2
shelf,0,0,0,0,2
shell,0,0,1,0,2
shell,0,1,1,0,0
shell,0,1,1,0,0
shelter,1,0,0,0,3
shelter,1,0,1,1,4
shelves,0,0,0,0,2
sheriff,0,0,1,1,2
shield,1,0,0,1,4
shift,0,0,0,0,2
shift,0,0,0,0,2
shift,0,0,1,0,2
shift,0,0,0,0,2
shift,0,0,0,0,2
shine,0,0,0,0,2
shine,0,0,0,0,2
shiny,1,0,0,0,3
ship,0,0,0,0,2
ship,0,0,0,0,2
ship,0,0,0,0,2
ship,0,0,0,1,2
shipbuilding,0,0,0,0,2
shipment,0,0,0,0,2
shipwreck,0,1,0,0,1
shirk,0,1,0,0,1
shirt,0,0,0,0,2
shiver,0,1,0,0,1
shock,0,1,1,0,0
shock,0,1,1,0,0
shock,0,1,0,0,1
shock,0,1,1,0,0
shock,0,1,1,0,0
shoddy,0,1,0,0,1
shoe,0,0,0,0,2
shoe,0,0,0,0,2
shook,0,0,0,0,2
shoot,0,1,1,0,0
shoot,0,0,0,0,2
shoot,0,1,1,0,0
shoot,0,0,0,0,2
shoot,0,0,0,0,2
shoot,0,1,0,0,1
shoot,0,0,1,0,2
shop,0,0,0,0,2
shop,0,0,0,0,2
shop,0,0,0,0,2
shore,0,0,0,0,2
short,0,0,0,0,2
short,0,0,0,0,2
short,0,0,0,0,2
short,0,0,0,0,2
short,0,1,0,0,1
short,0,0,0,0,2
shortterm,0,0,0,0,2
shortage,0,1,0,0,1
shortcoming,0,1,0,0,1
shorten,0,0,0,0,2
shortsighted,0,1,0,0,1
shot,0,1,1,0,0
shot,0,0,0,0,2
shot,0,0,0,0,2
shot,0,0,0,0,2
shot,0,0,0,0,2
should,0,0,0,0,2
shoulder,0,0,0,0,2
shoulder,0,0,1,0,2
shout,0,0,0,0,2
shout,0,0,0,0,2
shout,0,0,0,0,2
shove,0,1,0,0,1
show,0,0,1,0,2
show,0,0,0,0,2
show,0,0,1,1,2
show,0,1,0,0,1
show,0,0,0,0,2
shower,0,0,0,0,2
shower,0,0,0,0,2
shown,0,0,0,0,2
shrank,0,0,0,0,2
shred,0,1,0,0,1
shrew,0,1,0,0,1
shrewd,1,0,1,0,4
shrewdness,1,0,1,0,4
shriek,0,1,1,0,0
shrill,0,1,0,0,1
shrink,0,0,0,0,2
shrivel,0,1,0,0,1
shroud,0,1,0,0,1
shrug,0,1,0,0,1
shrug,0,1,0,0,1
shrunk,0,0,0,0,2
shudder,0,0,0,0,2
shudder,0,0,0,0,2
shun,0,1,0,0,1
shut,0,0,1,0,2
shut,0,0,0,0,2
shut,0,0,1,0,2
shut,0,0,1,1,2
shutter,0,0,0,0,2
shy,0,0,0,0,2
shyness,0,1,0,0,1
sick,0,1,0,0,1
sick,0,1,0,0,1
sick,0,1,0,0,1
sick,0,1,0,0,1
sickly,0,1,0,0,1
sickness,0,1,0,0,1
side,0,0,0,0,2
side,0,0,0,0,2
side,0,0,0,0,2
side,0,0,0,0,2
sidewalk,0,0,0,0,2
siege,0,1,0,0,1
sigh,0,0,0,0,2
sigh,0,0,0,0,2
sight,0,0,0,0,2
sight,0,0,0,0,2
sight,0,0,0,0,2
sight,0,0,0,0,2
sight,0,0,0,0,2
sight,0,0,0,0,2
sign,0,0,0,0,2
sign,0,0,0,0,2
sign,0,0,0,0,2
sign,0,0,0,0,2
signal,0,0,0,0,2
signal,0,0,0,0,2
signatory,0,0,0,0,2
signature,0,0,0,0,2
signer,0,0,0,0,2
significance,1,0,1,0,4
significant,1,0,1,0,4
signify,1,0,0,0,3
silence,0,0,0,0,2
silent,0,0,0,0,2
silhouette,0,0,0,0,2
silk,0,0,0,0,2
silly,0,1,0,0,1
silver,0,0,0,0,2
similar,0,0,0,0,2
similar,0,0,0,0,2
similarity,0,0,0,0,2
simple,0,0,0,0,2
simple,0,0,0,0,2
simple,0,0,0,0,2
simple,0,0,0,0,2
simplicity,1,0,0,0,3
simplify,1,0,0,0,3
simplify,1,0,0,0,3
simplistic,0,1,0,0,1
simulate,0,0,0,0,2
simulate,0,0,0,0,2
sin,0,1,0,0,1
sin,0,1,0,0,1
since,0,0,0,0,2
since,0,0,0,0,2
sincere,1,0,0,0,3
sincerity,1,0,0,0,3
sinful,0,1,0,0,1
sing,0,0,0,0,2
sing,0,0,0,0,2
singapore,0,0,0,0,2
singer,0,0,0,0,2
single,0,0,0,0,2
single,0,0,0,0,2
singly,0,0,0,0,2
sinister,0,1,0,0,1
sink,0,0,0,0,2
sink,0,0,0,0,2
sir,0,0,0,1,2
sister,0,0,0,0,2
sit,0,0,0,0,2
sit,0,0,0,0,2
site,0,0,0,0,2
sitter,0,0,0,0,2
situate,0,0,0,0,2
situation,0,0,0,0,2
six,0,0,0,0,2
sixteen,0,0,0,0,2
sixteenth,0,0,0,0,2
sixth,0,0,0,0,2
sixty,0,0,0,0,2
sizable,0,0,1,0,2
size,0,0,0,0,2
size,0,0,0,0,2
sizeable,0,0,0,0,2
skeptical,0,1,0,0,1
sketch,0,0,0,0,2
sketchy,0,1,0,0,1
ski,0,0,0,0,2
ski,0,0,0,0,2
skies,0,0,0,0,2
skilful,0,0,0,0,2
skill,1,0,0,0,3
skill,1,0,0,0,3
skillful,1,0,0,0,3
skin,0,0,0,0,2
skin,0,0,0,0,2
skirmish,0,1,0,0,1
skirt,0,0,0,0,2
skulk,0,1,0,0,1
sky,0,0,0,0,2
skyline,0,0,0,0,2
slack,0,0,0,0,2
slacks,0,0,0,0,2
slam,0,1,1,0,0
slander,0,1,0,0,1
slanderer,0,1,0,0,1
slanderous,0,1,0,0,1
slap,0,1,0,0,1
slash,0,1,1,0,0
slaughter,0,1,0,0,1
slave,0,0,0,0,2
slave,0,0,0,0,2
slavery,0,0,0,0,2
slayer,0,1,1,0,0
sleazy,0,1,0,0,1
sleek,1,0,0,0,3
sleep,0,0,0,0,2
sleep,0,0,0,0,2
sleep,0,0,0,0,2
sleepless,0,1,0,0,1
slender,0,0,0,0,2
slept,0,0,0,0,2
slice,0,0,0,0,2
slice,0,0,0,0,2
slid,0,0,0,0,2
slide,0,0,0,0,2
slide,0,0,0,0,2
slight,0,0,0,0,2
slight,0,1,0,0,1
slight,0,1,0,0,1
slight,0,1,0,0,1
slight,0,1,0,0,1
slim,0,0,0,0,2
slime,0,1,0,0,1
slip,0,0,0,0,2
slip,0,0,0,0,2
slip,0,0,0,0,2
slipper,0,0,0,0,2
sloppy,0,1,0,0,1
slot,0,0,0,0,2
sloth,0,1,0,0,1
slothful,0,1,0,0,1
slow,0,0,0,0,2
slow,0,0,0,0,2
slow,0,0,0,0,2
slow,0,0,0,0,2
slow,0,0,0,0,2
slug,0,1,0,0,1
sluggish,0,1,0,0,1
slum,0,0,0,0,2
slump,0,1,0,0,1
sly,0,1,0,0,1
smack,0,1,0,0,1
small,0,0,0,0,2
small,0,0,0,0,2
small,0,0,0,0,2
smart,1,0,1,0,4
smart,1,0,1,0,4
smart,0,0,0,0,2
smart,1,0,1,0,4
smash,0,1,1,0,0
smash,0,1,1,0,0
smash,0,0,1,0,2
smear,0,1,0,0,1
smell,0,0,0,0,2
smell,0,0,0,0,2
smile,1,0,0,0,3
smile,1,0,0,0,3
smile,1,0,0,0,3
smile,1,0,0,0,3
smitten,1,0,0,0,3
smoke,0,0,0,0,2
smoke,0,0,0,0,2
smoke,0,0,0,0,2
smoker,0,0,0,0,2
smoky,0,0,0,0,2
smooth,0,0,0,0,2
smooth,0,0,0,0,2
smooth,0,0,0,0,2
smooth,0,0,0,0,2
smooth,0,0,0,0,2
smother,0,1,0,1,0
smuggle,0,1,0,0,1
snack,0,0,0,0,2
snake,0,0,0,0,2
snap,0,0,0,0,2
snap,0,0,0,0,2
snare,0,1,0,0,1
snarl,0,1,0,0,1
snatch,0,1,1,0,0
sneak,0,1,0,0,1
sneer,0,1,0,0,1
snore,0,1,0,0,1
snow,0,0,0,0,2
snow,0,0,0,0,2
snow,0,0,0,0,2
so,0,0,0,0,2
so,0,0,0,0,2
so,0,0,0,0,2
so,0,0,0,0,2
so,0,0,0,0,2
so,0,0,0,0,2
soar,0,0,1,0,2
sob,0,1,0,0,1
sober,1,0,1,0,4
sociable,1,0,0,0,3
social,0,0,0,0,2
social,0,0,0,0,2
social,0,0,0,0,2
social,0,0,0,0,2
social,0,0,0,0,2
socialism,0,0,0,0,2
socialist,0,0,0,0,2
society,0,0,0,0,2
sociological,0,0,0,0,2
sociology,0,0,0,0,2
soever,0,0,0,0,2
soft,0,0,0,0,2
soft,0,0,0,0,2
soft,0,0,0,0,2
soft,0,0,0,0,2
soft,0,0,0,0,2
softness,1,0,0,0,3
soil,0,0,0,0,2
solace,1,0,0,0,3
solar,0,0,0,0,2
sold,0,0,0,0,2
sold,0,0,0,0,2
sold,0,0,0,0,2
soldier,0,0,0,0,2
sole,0,0,0,0,2
solemn,0,0,0,0,2
solicitor,0,0,0,0,2
solid,0,0,1,0,2
solidarity,0,0,1,0,2
solidity,0,0,1,0,2
solution,1,0,0,0,3
solve,0,0,0,0,2
somalia,0,0,0,0,2
somber,0,1,0,0,1
some,0,0,0,0,2
some,0,0,0,0,2
somebody,0,0,0,0,2
somehow,0,0,0,0,2
somehow,0,0,0,0,2
someone,0,0,0,0,2
something,0,0,0,0,2
something,0,0,0,0,2
something,0,0,0,0,2
sometime,0,0,0,0,2
sometime,0,0,0,0,2
somewhat,0,0,0,0,2
somewhere,0,0,0,0,2
son,0,0,0,0,2
song,0,0,0,0,2
soon,0,0,0,0,2
soon,0,0,0,0,2
soon,0,0,0,0,2
soothe,1,0,0,0,3
sophisticated,1,0,0,0,3
sore,0,1,0,0,1
soreness,0,1,0,0,1
sorrow,0,1,0,0,1
sorrowful,0,1,0,0,1
sorry,0,1,0,0,1
sorry,0,1,0,0,1
sort,0,0,0,0,2
sort,0,0,0,0,2
sort,0,1,0,0,1
sort,0,0,0,0,2
sought,1,0,0,0,3
soul,0,0,0,0,2
sound,0,0,0,0,2
sound,0,0,0,0,2
sound,0,0,0,0,2
sound,1,0,1,0,4
sound,0,0,1,0,2
sound,1,0,1,0,4
sound,0,0,0,0,2
soundness,1,0,1,0,4
soup,0,0,0,0,2
sour,0,1,0,0,1
source,0,0,1,0,2
south,0,0,0,0,2
south,0,0,0,0,2
southamerica,0,0,0,0,2
southkorea,0,0,0,0,2
southvietnam,0,0,0,0,2
southeast,0,0,0,0,2
southern,0,0,0,0,2
southerner,0,0,0,0,2
southwest,0,0,0,0,2
sovereign,0,0,1,1,2
sovereignty,0,0,1,1,2
soviet,0,0,0,0,2
space,0,0,0,0,2
space,0,0,0,0,2
spain,0,0,0,0,2
span,0,0,0,0,2
span,0,0,0,0,2
spanish,0,0,0,0,2
spank,0,1,0,0,1
spare,0,0,0,0,2
spare,1,0,1,1,4
spare,0,0,0,0,2
spark,0,0,0,0,2
sparkle,1,0,0,0,3
speak,0,0,0,0,2
speak,0,0,0,1,2
speak,0,0,0,0,2
speak,0,0,0,0,2
speak,0,0,0,0,2
speak,0,0,0,0,2
speaker,0,0,0,0,2
spear,0,0,0,0,2
spear,0,1,1,0,0
special,1,0,0,0,3
specialisation,0,0,0,0,2
specialist,0,0,0,0,2
specialization,0,0,0,0,2
specific,0,0,0,0,2
specific,0,0,0,0,2
specifically,0,0,0,0,2
specification,0,0,0,0,2
specify,0,0,0,0,2
spectacle,0,0,0,0,2
spectacular,1,0,1,0,4
spectator,0,0,0,0,2
speculate,0,0,0,0,2
speculation,0,0,0,0,2
speculative,0,0,0,0,2
speech,0,0,0,0,2
speech,0,0,0,0,2
speech,0,0,0,0,2
speechless,0,0,0,0,2
speed,0,0,1,0,2
speed,0,0,1,0,2
speedily,1,0,0,0,3
speedy,0,0,0,0,2
spell,0,0,0,0,2
spell,0,0,0,0,2
spend,0,0,0,0,2
spend,0,0,0,0,2
spend,0,0,0,0,2
spent,0,0,0,0,2
spill,0,1,0,0,1
spin,0,0,0,0,2
spinster,0,1,0,0,1
spirit,0,0,0,0,2
spirit,0,0,0,0,2
spiritual,0,0,0,0,2
spit,0,0,0,0,2
spit,0,0,0,0,2
spite,0,0,0,0,2
spite,0,1,0,0,1
spiteful,0,1,0,0,1
splendid,1,0,0,0,3
splendor,1,0,0,0,3
split,0,0,1,0,2
split,0,0,0,0,2
split,0,1,0,0,1
spoil,0,1,0,0,1
spoke,0,0,0,0,2
spoke,0,0,0,0,2
spoke,0,0,0,1,2
spoke,0,0,0,0,2
spoken,0,0,0,0,2
spokesman,0,0,0,0,2
sponsor,0,0,0,0,2
sponsor,0,0,1,1,2
spontaneous,0,0,1,0,2
sporadic,0,0,0,0,2
sport,0,0,0,0,2
sport,0,0,0,0,2
sport,0,0,0,0,2
spot,0,0,0,0,2
spot,0,0,0,0,2
spot,0,0,0,0,2
spot,0,0,0,0,2
spot,0,1,0,0,1
spotless,1,0,0,0,3
sprain,0,1,0,0,1
sprang,0,0,0,0,2
sprawl,0,0,0,0,2
spray,0,0,0,0,2
spray,0,0,0,0,2
spread,0,0,0,0,2
spread,0,0,0,0,2
spreader,0,0,0,0,2
sprightly,1,0,1,0,4
spring,0,0,0,0,2
spring,0,0,0,0,2
spring,0,0,0,0,2
sprinkle,0,0,0,0,2
sprung,0,0,0,0,2
spun,0,0,0,0,2
spun,0,0,0,0,2
spur,0,0,0,0,2
spur,0,0,0,1,2
sputter,0,1,0,0,1
squad,0,0,0,1,2
squadron,0,0,0,0,2
squall,0,0,0,0,2
squander,0,1,0,0,1
squandor,0,0,0,0,2
square,0,0,0,0,2
squarely,1,0,1,0,4
squat,0,0,0,0,2
squat,0,0,0,0,2
squeeze,0,0,0,0,2
squeeze,0,0,1,0,2
squirrel,0,0,0,0,2
stab,0,1,0,0,1
stability,1,0,1,0,4
stabilize,1,0,1,1,4
stable,1,0,1,0,4
stadium,0,0,0,0,2
staff,0,0,0,0,2
stage,0,0,0,0,2
stage,0,0,0,0,2
stage,0,0,0,0,2
stagecoach,0,0,0,0,2
stagger,0,0,0,0,2
stagnant,0,1,0,0,1
stain,0,1,0,0,1
stair,0,0,0,0,2
stairway,0,0,0,0,2
stake,0,0,0,0,2
stale,0,1,0,0,1
stalemate,0,1,0,0,1
stalin,0,0,0,0,2
stall,0,0,0,0,2
stall,0,0,0,0,2
stammer,0,1,0,0,1
stamp,0,0,0,0,2
stamp,0,1,1,0,0
stance,0,0,0,0,2
stand,0,0,1,0,2
stand,0,0,1,0,2
stand,0,0,1,0,2
stand,0,0,1,0,2
stand,1,0,1,0,4
stand,0,0,0,0,2
stand,0,0,1,0,2
standard,0,0,0,1,2
standard,0,0,0,0,2
standardize,1,0,0,0,3
standpoint,0,0,0,0,2
standstill,0,1,0,0,1
staple,1,0,0,0,3
star,0,0,0,0,2
star,0,0,0,0,2
star,0,0,0,0,2
stare,0,0,0,0,2
stare,0,0,0,0,2
stark,0,1,0,0,1
start,0,0,0,0,2
start,0,0,0,0,2
start,0,0,0,0,2
start,0,0,0,0,2
start,0,0,0,0,2
starter,0,0,0,0,2
startle,0,1,0,0,1
starvation,0,1,0,0,1
starve,0,1,0,0,1
state,0,0,1,1,2
state,0,0,0,0,2
state,0,0,0,0,2
state,0,0,0,0,2
state,0,0,0,0,2
state,0,0,0,0,2
stately,1,0,0,1,4
statement,0,0,0,0,2
statesman,0,0,1,1,2
statesmen,0,0,1,1,2
static,0,1,0,0,1
station,0,0,0,0,2
station,0,0,0,0,2
station,0,0,0,0,2
station,0,0,0,0,2
stationary,0,0,0,0,2
statistical,0,0,0,0,2
statistics,0,0,0,0,2
statuesque,1,0,1,1,4
status,0,0,0,1,2
status,0,0,0,0,2
statute,0,0,0,1,2
statutory,0,0,0,1,2
staunch,1,0,1,0,4
staunchness,1,0,1,0,4
stay,0,0,0,0,2
stay,0,0,0,0,2
steadfast,1,0,1,0,4
steadfastness,1,0,1,0,4
steadily,0,0,1,0,2
